"";"ent";"con";"n_ren";"p3";"sex";"anios_esc";"fac_tri.x";"ingocup";"e_con";"rama";"c_ocu11c";"tue2";"eda7c";"pre_asa";"medica5c";"ent.1";"hrsocup";"per.x"
"10933";28;41308;1;1512;2;12;105;12900;3;3;4;1;4;1;3;28;48;420
"10934";28;41308;1;2644;1;16;105;0;5;4;5;2;4;0;1;28;54;420
"10935";28;41315;1;2612;1;17;98;17000;5;4;1;1;4;1;3;28;40;420
"10936";28;41316;1;1512;1;16;350;20000;5;5;4;1;3;1;3;28;30;420
"10937";28;41318;2;2242;2;17;115;0;5;2;1;1;3;1;3;28;47;420
"10938";28;41322;1;2644;1;17;100;9460;1;4;5;1;4;1;3;28;48;420
"10939";28;41322;3;2644;1;12;100;9890;5;4;5;1;2;1;3;28;48;420
"10940";28;41325;1;2644;1;12;107;12400;5;4;5;1;4;1;3;28;48;420
"10941";28;41346;1;2643;1;12;87;10320;5;4;1;1;4;1;3;28;48;420
"10942";28;41363;2;2253;2;16;73;0;5;4;1;1;3;1;3;28;45;420
"10943";28;41364;1;1621;1;17;74;9890;5;2;4;1;3;1;3;28;40;420
"10944";28;41368;1;2253;1;15;65;0;5;2;1;1;3;1;3;28;47;420
"10945";28;41392;1;2644;1;0;75;7310;1;4;5;2;4;1;4;28;60;420
"10946";28;41401;3;2253;2;16;100;0;3;2;1;1;2;1;3;28;47;420
"10947";28;41403;2;2261;2;17;87;0;1;1;1;1;4;1;3;28;40;420
"10948";11;40006;2;2253;1;16;135;18000;5;2;1;1;2;1;3;11;61;420
"10949";11;40008;1;2643;1;12;155;2795;5;4;1;5;4;0;1;11;12;420
"10950";11;40011;1;2621;1;12;168;12900;5;2;1;1;2;1;3;11;45;420
"10951";11;40019;1;2272;1;16;135;12000;5;4;1;2;2;1;3;11;47;420
"10952";11;40020;1;2261;1;16;221;0;5;4;1;2;3;0;1;11;40;420
"10953";11;40023;1;2643;1;16;143;12900;5;1;1;2;4;2;1;11;60;420
"10954";11;40023;2;2640;2;16;143;0;5;1;5;2;3;0;1;11;40;420
"10955";11;40024;1;2644;1;12;162;8400;5;4;5;1;3;1;3;11;51;420
"10956";11;40034;1;2644;1;9;122;3870;5;4;5;5;6;0;1;11;20;420
"10957";11;40043;4;2253;1;17;174;12000;6;2;1;2;2;1;3;11;76;420
"10958";11;40053;1;1212;1;17;248;0;5;4;3;1;5;1;3;11;58;420
"10959";11;40061;2;1621;1;16;317;0;6;4;4;1;3;1;3;11;40;420
"10960";11;40062;3;2621;2;9;191;6880;6;2;1;1;2;1;3;11;35;420
"10961";11;40075;2;1512;2;16;175;0;5;4;4;1;3;1;3;11;47;420
"10962";11;40078;2;1621;2;16;147;15000;1;4;4;2;3;1;3;11;43;420
"10963";11;40085;1;2644;1;9;143;0;5;1;5;5;6;1;4;11;45;420
"10964";11;40101;1;2242;1;16;195;0;5;2;1;1;4;1;3;11;25;420
"10965";11;40104;3;2252;1;16;138;0;6;2;1;1;2;1;3;11;48;420
"10966";11;40104;7;2271;2;16;138;21500;6;4;1;2;4;0;1;11;25;420
"10967";11;40112;2;2644;1;17;196;0;6;4;5;2;2;0;1;11;20;420
"10968";11;40115;3;2621;1;9;136;7310;6;2;1;1;2;1;3;11;50;420
"10969";11;40132;1;2271;1;16;124;0;5;3;1;1;3;1;3;11;40;420
"10970";11;40137;3;2644;1;6;206;1505;1;4;5;5;2;0;1;11;7;420
"10971";11;40155;1;2643;1;16;175;0;5;4;1;5;4;0;1;11;20;420
"10972";11;40159;1;2644;1;12;140;0;5;1;5;1;4;1;3;11;54;420
"10973";11;40173;1;2271;1;17;199;12900;6;3;1;1;4;1;3;11;54;420
"10974";11;40175;1;2271;1;16;92;24000;5;2;1;1;4;1;3;11;40;420
"10975";11;40175;1;2271;1;16;92;24000;5;2;1;1;4;1;3;11;40;420
"10976";11;40175;1;2271;1;16;92;20000;5;2;1;1;4;1;3;11;40;420
"10977";11;40175;1;2271;1;16;92;20000;5;2;1;1;4;1;3;11;40;420
"10978";11;40175;1;2271;1;16;92;0;5;2;1;1;4;1;3;11;40;420
"10979";11;40175;1;2271;1;16;92;0;5;2;1;1;4;1;3;11;40;420
"10980";11;40178;2;1212;2;15;301;50000;5;4;3;2;6;0;1;11;40;420
"10981";11;40180;1;2643;1;11;143;0;5;4;1;2;6;0;1;11;39;420
"10982";11;40196;2;2644;1;9;165;0;2;4;5;1;3;3;2;11;44;420
"10983";11;40196;2;2644;2;1;163;0;5;0;0;0;6;0;0;11;0;420
"10984";11;40196;2;2644;2;1;163;0;5;0;0;0;6;0;0;11;0;420
"10985";11;40196;2;2644;2;1;163;0;5;0;0;0;6;0;0;11;0;420
"10986";11;40197;3;2643;1;12;128;4730;6;3;1;5;2;2;1;11;48;420
"10987";11;40197;4;2643;1;11;128;3010;6;3;1;5;1;2;1;11;25;420
"10988";11;40197;7;2644;1;6;128;1075;6;3;5;5;0;2;1;11;14;420
"10989";11;40203;2;1621;1;16;138;0;6;3;4;1;3;1;3;11;40;420
"10990";11;40211;5;2242;1;16;127;0;6;4;1;2;3;1;3;11;45;420
"10991";11;40217;3;2271;1;17;107;6450;6;4;1;5;3;0;1;11;30;420
"10992";11;40228;1;2271;1;16;172;30000;5;4;1;1;2;1;3;11;42;420
"10993";11;40243;3;2644;1;12;129;5160;4;4;5;1;3;1;3;11;72;420
"10994";11;40255;3;2643;1;12;187;0;6;4;1;5;2;0;1;11;48;420
"10995";11;40256;4;2271;1;17;164;0;6;4;1;1;2;1;3;11;40;420
"10996";11;40256;1;2643;1;12;164;4000;5;4;1;5;2;0;1;11;56;420
"10997";11;40256;1;2643;1;9;113;7310;5;2;5;1;5;1;3;11;40;420
"10998";11;40256;1;2643;1;9;113;6880;5;2;5;1;5;1;3;11;50;420
"10999";11;40256;1;2643;1;9;113;5160;5;2;5;1;5;1;3;11;66;420
"11000";11;40256;3;2643;1;11;113;0;6;4;1;2;1;1;4;11;45;420
"11001";11;40256;3;2643;1;11;113;0;6;4;1;2;1;1;4;11;45;420
"11002";11;40256;3;2643;1;11;113;3870;6;4;1;2;1;1;4;11;48;420
"11003";11;40256;3;2643;1;11;113;3870;6;4;1;2;1;1;4;11;48;420
"11004";11;40256;3;2643;1;11;113;5160;6;4;5;2;1;1;4;11;40;420
"11005";11;40256;3;2643;1;11;113;5160;6;4;5;2;1;1;4;11;40;420
"11006";11;40268;2;2612;1;9;130;0;5;5;1;4;5;1;3;11;40;420
"11007";11;40272;2;2644;1;6;134;0;1;4;5;1;2;2;1;11;60;420
"11008";11;40283;2;2271;1;16;139;12000;5;4;1;1;3;1;3;11;45;420
"11009";11;40289;1;2644;1;17;124;15000;3;4;5;2;5;0;1;11;24;420
"11010";11;40289;1;2271;1;16;124;10000;5;4;1;2;4;0;1;11;16;420
"11011";11;40290;1;2272;1;16;144;0;5;4;1;1;3;1;3;11;40;420
"11012";11;40295;1;2271;1;16;122;15000;6;4;1;1;4;1;3;11;48;420
"11013";11;40297;3;2644;1;12;172;0;6;4;5;2;3;1;4;11;54;420
"11014";11;40299;4;2644;1;16;154;14000;1;4;5;1;3;1;3;11;45;420
"11015";11;40301;1;2271;1;16;143;12000;5;4;1;1;3;1;3;11;45;420
"11016";11;40303;1;2261;1;18;170;15000;5;4;1;5;3;0;1;11;40;420
"11017";11;40303;1;2261;1;17;301;0;5;4;4;4;3;1;3;11;40;420
"11018";11;40303;1;2261;1;17;301;0;5;4;4;4;3;1;3;11;35;420
"11019";11;40303;2;2261;2;18;170;12000;5;4;1;5;2;0;1;11;40;420
"11020";11;40303;2;2261;2;17;301;0;5;0;0;0;3;0;0;11;0;420
"11021";11;40303;2;2261;2;17;301;0;5;0;0;0;3;0;0;11;0;420
"11022";11;40318;1;2644;1;9;140;0;5;4;5;5;6;0;1;11;45;420
"11023";11;40321;2;1512;2;12;129;8600;5;4;4;1;4;1;3;11;50;420
"11024";11;40332;1;2261;1;16;115;0;5;1;1;1;6;1;4;11;50;420
"11025";11;40333;3;2271;1;16;154;0;3;3;1;1;4;1;3;11;46;420
"11026";11;40336;1;2622;1;9;173;15050;5;2;1;1;2;1;3;11;48;420
"11027";11;40341;3;2253;1;16;101;8600;6;2;1;1;2;1;3;11;55;420
"11028";11;40347;2;1212;2;17;312;0;6;3;3;1;3;1;3;11;40;420
"11029";11;40347;1;2272;1;17;312;60000;5;4;1;5;4;0;1;11;50;420
"11030";11;40359;3;2261;1;16;120;0;6;1;1;2;2;2;1;11;45;420
"11031";11;40372;2;1212;2;16;110;16000;1;4;3;4;3;1;3;11;32;420
"11032";11;40394;3;2271;1;16;123;0;2;4;1;5;4;0;1;11;40;420
"11033";11;40395;3;2271;1;16;162;0;6;4;1;1;3;1;3;11;46;420
"11034";11;40398;1;2644;1;6;127;6020;5;4;5;5;6;0;1;11;25;420
"11035";11;40398;3;2253;2;16;127;0;6;2;1;1;3;1;3;11;50;420
"11036";11;40401;2;2253;2;15;118;0;6;2;1;1;2;1;3;11;42;420
"11037";11;40401;3;2612;2;14;118;0;3;2;1;1;3;1;3;11;55;420
"11038";11;40404;3;2644;1;9;130;9030;6;4;5;1;4;1;3;11;45;420
"11039";11;40420;1;2644;1;12;158;0;5;4;5;2;3;2;1;11;45;420
"11040";11;40423;1;2271;1;17;140;12000;5;2;1;1;3;1;3;11;32;420
"11041";11;40452;3;2261;2;16;125;6450;6;1;1;1;2;1;4;11;30;420
"11042";11;40452;1;2271;1;17;125;0;5;4;1;5;5;0;1;11;66;420
"11043";11;40459;1;2272;1;16;118;0;5;4;1;1;4;1;3;11;40;420
"11044";11;40464;1;2621;1;12;112;15000;5;4;1;5;5;0;1;11;25;420
"11045";11;40467;2;2271;2;16;139;0;5;4;1;5;3;0;1;11;18;420
"11046";11;40484;4;2271;2;16;137;0;6;2;1;2;2;1;4;11;50;420
"11047";11;40486;1;2644;1;19;127;25000;5;1;5;5;5;0;1;11;42;420
"11048";11;40513;1;2261;1;16;125;0;5;4;1;2;4;0;1;11;39;420
"11049";11;40517;3;2261;1;17;133;0;5;1;1;5;4;0;1;11;50;420
"11050";11;40518;1;1322;1;16;109;16900;5;4;3;1;3;1;3;11;40;420
"11051";11;40525;1;2644;1;10;155;0;5;4;5;1;4;1;3;11;60;420
"11052";11;40531;2;2253;2;16;118;25000;1;2;1;1;3;1;3;11;40;420
"11053";11;40533;1;2644;1;12;151;6450;5;4;5;1;2;1;3;11;44;420
"11054";11;40533;2;2271;2;16;151;8600;5;4;1;2;2;1;3;11;42;420
"11055";11;40533;1;2643;1;15;151;8600;5;4;1;1;4;1;3;11;44;420
"11056";11;40535;1;2271;1;16;236;12000;5;4;1;2;2;1;3;11;47;420
"11057";11;40543;1;1321;1;16;128;32000;1;3;3;1;4;0;1;11;44;420
"11058";11;40544;1;1512;1;18;161;0;5;2;4;1;3;1;3;11;40;420
"11059";11;40548;3;2253;2;16;128;0;6;2;1;1;2;1;3;11;45;420
"11060";11;40559;1;2261;1;16;197;10000;5;1;1;1;3;1;4;11;53;420
"11061";11;40567;3;2242;1;15;113;9460;6;2;1;1;2;1;3;11;40;420
"11062";11;40577;2;2271;1;17;209;16000;5;2;1;1;3;1;3;11;46;420
"11063";11;40586;4;2271;1;16;151;0;6;4;1;1;3;1;3;11;48;420
"11064";11;40591;1;2643;1;14;135;7400;1;4;1;1;2;1;3;11;60;420
"11065";11;40592;2;2271;1;16;213;0;5;4;1;5;3;0;1;11;45;420
"11066";11;40594;2;2271;2;16;120;0;5;4;1;4;3;1;3;11;0;420
"11067";11;40599;3;2253;1;17;122;0;6;2;1;1;3;1;3;11;47;420
"11068";7;41009;3;2640;1;18;40;0;6;4;5;1;3;1;3;7;48;420
"11069";7;41033;8;2241;1;17;47;16000;6;5;1;1;3;1;3;7;40;420
"11070";7;41045;2;2253;2;19;39;0;5;4;1;2;4;0;1;7;12;420
"11071";7;41049;1;2261;1;16;21;0;5;1;1;1;3;1;3;7;48;420
"11072";7;41051;1;2640;1;15;36;16000;5;5;5;4;3;1;3;7;72;420
"11073";7;41060;2;2271;1;17;33;0;6;4;1;1;3;1;3;7;36;420
"11074";7;41071;2;2271;1;17;33;0;1;4;1;4;3;1;4;7;50;420
"11075";7;41090;1;1624;1;17;46;0;5;4;4;4;5;1;3;7;50;420
"11076";7;41093;1;2643;1;14;29;6450;5;4;1;2;4;0;1;7;46;420
"11077";7;41101;1;2643;1;3;74;5160;1;4;1;5;6;0;1;7;19;420
"11078";7;41115;4;2242;1;16;50;7000;6;4;1;4;2;2;1;7;35;420
"11079";7;41117;3;2272;1;17;40;6000;5;4;1;4;3;1;3;7;40;420
"11080";7;41131;4;2261;1;17;32;8600;6;1;1;1;3;1;3;7;57;420
"11081";7;41172;1;2643;1;17;58;6450;5;4;1;2;3;0;1;7;18;420
"11082";7;41207;1;2643;1;9;55;8600;5;4;1;5;4;0;1;7;56;420
"11083";7;41214;2;1321;2;13;51;1290;5;4;3;2;4;0;1;7;30;420
"11084";7;41242;1;2271;1;17;32;8000;1;4;1;1;3;1;3;7;72;420
"11085";7;41247;2;2643;1;15;36;4300;5;4;1;2;2;0;1;7;72;420
"11086";7;41271;1;2241;1;17;46;12900;5;1;1;2;3;0;1;7;42;420
"11087";7;41294;1;2644;1;6;35;5160;1;4;5;5;2;0;1;7;10;420
"11088";7;41302;1;2261;1;16;31;17200;5;1;1;2;3;0;1;7;45;420
"11089";7;41318;1;2643;1;12;47;5000;5;4;1;5;2;0;1;7;24;420
"11090";7;41330;1;2643;1;9;48;0;5;1;1;1;5;1;3;7;0;420
"11091";7;41341;1;2644;1;9;32;0;1;4;5;2;6;0;1;7;48;420
"11092";7;41341;1;2241;1;9;32;0;1;4;5;2;6;0;1;7;48;420
"11093";7;41341;1;2252;1;9;32;0;1;4;5;2;6;0;1;7;48;420
"11094";7;41341;1;2644;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11095";7;41341;1;2241;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11096";7;41341;1;2252;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11097";7;41341;1;2644;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11098";7;41341;1;2241;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11099";7;41341;1;2252;1;17;79;6300;6;2;1;1;2;1;3;7;50;420
"11100";7;41354;1;2644;1;17;67;0;6;4;5;1;5;1;4;7;38;420
"11101";7;41360;4;2271;2;15;35;4000;6;4;1;2;2;2;1;7;48;420
"11102";7;41393;1;2242;1;17;25;21000;5;1;1;2;2;0;1;7;45;420
"11103";7;41414;1;2242;1;16;33;8000;1;2;1;1;3;1;3;7;40;420
"11104";7;50022;7;2640;1;17;35;21500;1;5;5;4;5;1;3;7;40;420
"11105";7;50076;2;2643;1;6;39;1290;6;4;1;5;4;0;1;7;2;420
"11106";7;50077;2;2643;1;12;46;3440;6;4;1;2;3;0;1;7;24;420
"11107";7;50085;1;1512;2;17;27;12000;3;4;4;4;4;1;3;7;40;420
"11108";10;41028;1;2644;1;11;123;17200;5;4;5;1;3;1;3;10;44;420
"11109";10;41041;3;2644;1;12;141;6450;6;4;5;5;2;0;1;10;51;420
"11110";10;41049;1;2644;1;12;188;6450;3;4;5;5;5;0;1;10;48;420
"11111";10;41057;4;2242;1;16;424;20000;6;4;1;1;2;1;3;10;45;420
"11112";10;41081;2;2261;2;17;120;0;5;5;1;4;3;1;3;10;40;420
"11113";10;41110;1;2252;1;17;154;19350;5;2;1;1;3;1;3;10;48;420
"11114";10;41121;1;2640;1;16;141;20000;5;4;5;1;3;1;3;10;0;420
"11115";10;41144;1;2261;1;16;254;21500;5;1;1;1;4;1;3;10;65;420
"11116";10;41149;1;2261;1;17;177;10750;5;1;1;2;3;0;1;10;60;420
"11117";10;41151;1;2622;1;6;157;10000;5;4;1;4;6;1;3;10;46;420
"11118";10;41159;1;2252;1;16;186;12900;5;2;1;1;3;1;3;10;48;420
"11119";10;41170;1;2252;1;17;172;19000;5;2;1;1;3;1;3;10;47;420
"11120";10;41174;2;2271;2;17;140;14000;5;4;1;1;4;1;3;10;45;420
"11121";5;41006;1;2261;1;17;343;0;5;1;1;2;6;0;1;5;48;420
"11122";5;41024;2;2271;1;17;157;5375;6;4;1;1;3;1;3;5;48;420
"11123";5;41038;1;2253;1;16;192;0;5;2;1;1;3;1;3;5;46;420
"11124";5;41046;1;2621;1;16;199;6450;5;4;1;1;4;1;3;5;45;420
"11125";5;41049;3;2643;1;17;298;8600;6;1;1;1;2;1;3;5;44;420
"11126";5;41056;3;2644;1;12;204;6450;6;4;5;1;2;1;3;5;48;420
"11127";5;41063;1;2242;1;16;317;15050;1;2;1;1;2;1;3;5;48;420
"11128";5;41066;3;2612;1;12;275;12900;6;2;1;1;2;1;3;5;48;420
"11129";5;41074;1;2612;1;9;156;8600;5;4;1;1;5;1;3;5;0;420
"11130";5;41076;3;1512;1;18;214;31500;6;4;4;1;3;1;3;5;40;420
"11131";5;41076;4;2253;2;17;214;27600;6;2;1;1;3;1;3;5;47;420
"11132";5;41080;3;2261;2;17;210;0;3;1;1;2;4;1;4;5;50;420
"11133";5;41096;4;2643;1;12;164;8600;5;4;1;1;3;1;3;5;60;420
"11134";5;41105;3;2271;1;17;243;0;6;4;1;2;4;1;3;5;34;420
"11135";5;41115;3;2241;1;16;162;14000;6;4;1;1;2;1;3;5;40;420
"11136";5;41137;1;2241;1;17;344;0;5;4;1;1;5;1;3;5;46;420
"11137";5;41146;1;2262;1;17;151;0;5;4;1;5;6;0;1;5;10;420
"11138";5;41147;1;2272;1;15;314;15050;5;4;1;2;4;1;3;5;45;420
"11139";5;41150;1;2644;1;12;172;7740;1;4;5;1;4;1;3;5;45;420
"11140";5;41189;2;2253;2;17;145;0;6;2;1;1;5;1;3;5;45;420
"11141";5;41226;3;2252;2;17;152;8600;6;2;1;1;2;1;3;5;40;420
"11142";5;41227;3;2251;1;16;162;25000;3;2;1;1;3;1;3;5;40;420
"11143";5;41296;1;2272;1;16;172;14000;5;4;1;4;4;1;3;5;40;420
"11144";5;41302;1;2271;1;15;136;9030;5;4;1;4;4;1;3;5;36;420
"11145";5;41308;3;2254;1;17;343;0;6;5;1;1;2;1;3;5;72;420
"11146";5;41308;1;2261;1;16;343;0;5;1;1;2;5;0;1;5;45;420
"11147";5;41319;1;2253;1;17;155;0;5;2;1;1;3;1;3;5;50;420
"11148";5;41348;1;2612;1;9;278;10750;5;2;1;1;5;1;3;5;48;420
"11149";5;41367;1;2644;1;6;168;4300;5;4;5;5;6;0;1;5;25;420
"11150";5;41368;4;2640;2;16;203;0;6;4;5;3;2;1;3;5;48;420
"11151";5;41387;1;2644;1;16;185;7310;5;4;5;1;2;1;3;5;54;420
"11152";24;40002;3;2242;1;17;630;0;6;1;1;4;3;1;3;24;0;420
"11153";24;40003;3;2271;1;17;133;0;6;2;1;1;2;1;3;24;80;420
"11154";24;40003;3;2644;1;9;133;2580;6;4;5;5;2;0;1;24;10;420
"11155";24;40007;1;2261;1;16;119;28000;5;1;1;2;4;1;3;24;53;420
"11156";24;40010;1;2252;1;17;129;0;5;2;1;1;3;1;3;24;50;420
"11157";24;40011;3;2253;2;17;129;0;6;2;1;1;2;3;2;24;40;420
"11158";24;40018;1;2262;1;17;125;0;1;4;1;1;3;1;3;24;60;420
"11159";24;40018;1;2253;1;17;125;0;5;5;1;1;5;1;3;24;51;420
"11160";24;40018;3;2253;2;17;125;40000;6;2;1;1;3;1;3;24;0;420
"11161";24;40018;5;2271;2;17;125;0;6;1;1;1;3;1;3;24;50;420
"11162";24;40027;1;2253;1;17;263;30000;5;2;1;1;3;1;3;24;67;420
"11163";24;40033;1;2261;1;17;133;0;5;1;1;1;5;1;3;24;0;420
"11164";24;40041;1;2252;1;17;235;24000;5;2;1;1;3;1;3;24;47;420
"11165";24;40043;3;2261;1;17;156;0;6;1;1;1;2;3;5;24;48;420
"11166";24;40046;1;1624;1;19;305;0;5;2;4;1;5;1;3;24;45;420
"11167";24;40046;1;1624;1;17;392;60000;5;4;3;1;4;2;2;24;60;420
"11168";24;40046;1;1624;1;19;305;0;5;4;1;1;5;1;3;24;60;420
"11169";24;40046;1;1624;1;19;305;0;5;2;1;1;5;1;3;24;0;420
"11170";24;40046;2;2271;2;16;305;0;5;0;0;0;5;0;0;24;0;420
"11171";24;40046;2;2271;2;16;305;0;5;0;0;0;5;0;0;24;0;420
"11172";24;40046;2;2271;2;16;305;0;5;4;1;5;5;0;1;24;0;420
"11173";24;40046;2;2271;2;17;392;5000;5;4;2;4;4;1;3;24;20;420
"11174";24;40049;1;2252;1;18;148;8000;5;4;1;2;3;0;1;24;40;420
"11175";24;40050;3;2253;1;8;175;0;6;0;0;0;1;0;0;24;0;420
"11176";24;40050;3;2253;2;17;214;0;6;4;1;2;3;3;5;24;0;420
"11177";24;40050;3;2253;1;8;175;0;6;0;0;0;1;0;0;24;0;420
"11178";24;40050;3;2253;1;8;175;0;6;0;0;0;1;0;0;24;0;420
"11179";24;40051;5;2644;1;8;154;4300;6;4;5;2;1;2;1;24;48;420
"11180";24;40066;3;2252;2;17;110;0;6;2;1;1;3;1;3;24;48;420
"11181";24;40068;1;2253;1;17;114;0;5;2;1;1;3;1;3;24;45;420
"11182";24;40069;1;2253;1;17;122;15000;2;2;1;1;4;1;3;24;45;420
"11183";24;40070;2;2261;1;17;151;0;6;1;1;1;4;0;1;24;48;420
"11184";24;40073;3;1621;1;17;99;12900;6;2;4;2;4;1;3;24;48;420
"11185";24;40073;3;1621;1;17;99;0;6;2;5;1;4;1;3;24;48;420
"11186";24;40073;3;1621;1;17;99;12900;6;3;4;1;4;1;3;24;48;420
"11187";24;40075;5;2271;1;17;157;20000;5;4;1;4;4;1;3;24;32;420
"11188";24;40076;1;2621;2;13;76;8020;6;2;1;1;3;1;3;24;50;420
"11189";24;40076;1;2621;1;12;208;8600;1;2;5;1;2;1;3;24;48;420
"11190";24;40076;1;2621;2;13;76;0;6;2;1;1;3;1;3;24;50;420
"11191";24;40076;1;2621;2;13;76;10714;6;2;1;1;3;1;3;24;50;420
"11192";24;40078;1;2271;1;9;65;0;5;4;7;1;3;1;3;24;66;420
"11193";24;40078;1;2271;1;9;65;0;5;4;7;1;3;1;3;24;48;420
"11194";24;40078;1;2271;1;9;65;0;5;4;7;1;3;1;3;24;60;420
"11195";24;40078;1;2271;1;17;161;0;1;2;1;1;4;1;3;24;47;420
"11196";24;40082;4;2253;1;17;114;0;6;2;5;1;3;1;3;24;50;420
"11197";24;40082;4;2253;1;17;114;0;6;2;5;1;3;1;3;24;50;420
"11198";24;40082;4;2253;1;17;114;30000;6;2;1;1;3;1;3;24;50;420
"11199";24;40082;4;2253;1;17;114;30000;6;2;1;1;3;1;3;24;50;420
"11200";24;40082;4;2253;1;17;114;0;6;2;1;1;3;1;3;24;0;420
"11201";24;40082;4;2253;1;17;114;0;6;2;1;1;3;1;3;24;0;420
"11202";24;40091;1;2261;1;17;158;0;6;1;1;1;2;3;5;24;50;420
"11203";24;40095;3;2252;1;17;99;10000;6;4;1;1;2;1;3;24;48;420
"11204";24;40095;3;2252;1;17;99;0;6;4;1;2;2;1;3;24;40;420
"11205";24;40095;3;2252;1;17;99;0;6;4;1;2;2;1;3;24;48;420
"11206";24;40100;1;1212;1;17;590;0;5;4;3;1;6;1;3;24;40;420
"11207";24;40104;1;2242;1;17;229;0;5;2;1;1;3;1;3;24;60;420
"11208";24;40109;1;2621;1;12;162;0;5;2;1;2;4;3;5;24;54;420
"11209";24;40110;2;2271;2;9;132;0;1;0;0;0;5;0;0;24;0;420
"11210";24;40110;2;2271;1;16;625;9000;6;3;1;1;2;1;3;24;40;420
"11211";24;40112;5;2622;1;17;157;0;5;4;1;4;6;1;3;24;40;420
"11212";24;40113;2;2253;1;17;220;10000;5;4;1;4;4;1;3;24;40;420
"11213";24;40113;2;2253;1;17;158;0;6;2;1;1;3;1;3;24;50;420
"11214";24;40113;2;2253;1;17;220;0;5;4;1;4;4;1;3;24;60;420
"11215";24;40113;2;2253;1;17;220;0;5;4;1;4;4;1;3;24;60;420
"11216";24;40113;1;2644;1;17;158;0;2;4;5;2;6;0;1;24;8;420
"11217";24;40121;2;2643;1;9;173;0;5;1;1;1;5;1;3;24;0;420
"11218";24;40121;3;2643;1;12;173;0;6;1;1;1;3;1;3;24;0;420
"11219";24;40124;1;2242;1;17;199;25800;5;2;1;1;5;1;3;24;53;420
"11220";24;40124;4;2271;1;17;199;10500;6;4;1;1;2;1;3;24;45;420
"11221";24;40125;1;2271;1;17;163;12900;6;3;1;1;2;1;3;24;45;420
"11222";24;40131;3;2644;1;12;191;0;6;4;5;1;2;3;2;24;62;420
"11223";24;40136;1;2251;1;22;135;20000;5;4;1;4;3;1;3;24;30;420
"11224";24;40136;2;2251;2;22;135;20000;5;4;1;4;3;1;3;24;40;420
"11225";24;40137;1;2261;1;17;155;10750;5;1;1;1;5;1;4;24;48;420
"11226";24;40137;1;2242;1;15;155;12900;5;2;1;1;6;1;3;24;0;420
"11227";24;40140;1;2261;1;17;133;0;5;4;1;4;3;1;3;24;40;420
"11228";24;40150;2;1512;2;17;141;9000;5;4;4;1;3;1;3;24;52;420
"11229";24;40150;3;2644;2;12;141;9116;6;4;5;1;2;1;3;24;48;420
"11230";24;40151;1;2261;1;17;138;96750;5;1;1;1;6;1;3;24;66;420
"11231";24;40156;2;1512;2;16;584;9000;6;3;4;1;2;1;3;24;40;420
"11232";24;40160;3;2644;1;13;153;0;6;4;5;1;2;1;3;24;45;420
"11233";24;40169;1;2643;1;16;103;0;6;0;0;0;2;0;0;24;0;420
"11234";24;40169;1;2643;1;16;86;0;6;2;1;1;2;1;3;24;47;420
"11235";24;40181;1;2643;1;14;96;0;5;4;1;1;4;1;3;24;35;420
"11236";24;40181;1;2643;1;14;96;0;5;0;0;0;4;0;0;24;0;420
"11237";24;40181;1;2643;1;14;96;0;5;4;5;1;4;1;3;24;0;420
"11238";24;40189;2;2271;1;17;150;12000;6;4;1;1;3;1;3;24;48;420
"11239";24;40191;2;2271;1;16;218;0;6;4;1;2;2;0;1;24;30;420
"11240";24;40193;1;2253;1;17;171;0;6;2;1;1;2;1;3;24;40;420
"11241";24;40193;1;2253;1;17;171;0;6;2;1;1;2;1;3;24;40;420
"11242";24;40193;1;2253;1;17;171;0;6;0;0;0;2;0;0;24;0;420
"11243";24;40193;1;2253;1;17;171;0;6;0;0;0;2;0;0;24;0;420
"11244";24;40193;1;2253;1;17;171;20000;6;2;1;1;2;1;3;24;40;420
"11245";24;40193;1;2253;1;17;171;20000;6;2;1;1;2;1;3;24;40;420
"11246";24;40195;1;2253;1;17;408;20000;1;2;1;1;2;1;3;24;50;420
"11247";24;40195;1;2271;1;17;408;25000;5;2;1;1;3;1;3;24;36;420
"11248";24;40197;1;2622;2;17;215;9600;3;4;1;4;4;1;3;24;35;420
"11249";24;40209;1;2242;1;17;175;0;5;2;1;1;4;1;3;24;60;420
"11250";24;40211;1;2621;1;12;100;8000;5;2;1;1;4;1;3;24;48;420
"11251";24;40211;1;2621;1;12;100;0;5;2;6;1;4;1;3;24;48;420
"11252";24;40211;1;2621;1;12;100;10000;5;3;6;2;4;1;3;24;20;420
"11253";24;40211;1;2621;1;18;169;0;6;4;9;1;3;1;3;24;49;420
"11254";24;40220;1;2644;1;10;58;8600;1;3;5;2;2;1;3;24;53;420
"11255";24;40220;1;2644;1;10;58;0;1;2;5;1;2;1;3;24;48;420
"11256";24;40224;1;2261;1;17;315;0;5;4;1;1;4;1;3;24;40;420
"11257";24;40229;2;2271;1;17;121;0;1;2;1;1;2;1;3;24;42;420
"11258";24;40229;1;2252;1;17;121;6450;6;4;1;1;4;2;1;24;18;420
